group,desc_no_stopword
0,labeldrucker wk druckt nicht mehr labeldrucker wk druckt nicht mehr
8,job bwhrattr failed job scheduler received monitoring job bwhrattr failed job scheduler
0,window locked received following user id winows locked pl help user id thrydufg
12,daten kann nicht heruntergeladen werden daten kann nicht heruntergeladen werden die maschine ist im stillstand maschine wam datei werden von udo geschikt datei warden zip und format
0,unable login erp sid unable login erp sid
28,erp schulung raum kann beamer nicht verbinden erp schulung raum kann beamer nicht verbinden reopened user called refer tkt inplant
8,job job failed job scheduler received monitoring job job failed job scheduler
0,unable scan resetting password password management tool unable scan resetting password password management tool contact number scan document not landing scan folder check
8,job job failed job scheduler received monitoring job job failed job scheduler
12,printer issue file not printed error e
25,engineering record issue eng record engineering tool ca usedsee attachment detailed
0,business client not working received business client soft ware not working kind
0,new password not working vpn received help new password account yesterday changed password worked hors not work suspision new password like past year ago want log password management tool password manager success cid cid s pofgtzdravem kind
8,pls extend mm user thnak need create pr mm pls extend mm user thnak need create pr mm
0,setting hand set email received expert like continue receive support setting hand set email pls reply wifi data plan service provider required setup email mobile device use wifi device company owned y n n replacement old device y n y yes ensure company data removed old device delete exchange setup setting mail contact calendar ok personal device attach approval form signed manager ticketing tool ticket enclsoed ensure device company approved email setup not company approved device contact gsc help exchange setup personal device contact device vendor refer faq section step exchange setup completed device y n y best
